run_id,dataset_type,imbalance_ratio,model,strategy,train_set_size,accuracy,f1_macro,f1_minority,precision_minority,recall_minority,roc_auc
2,imbalanced,10:1,ddpm,Naive Oversampling,453,0.7098445595854922,0.6776425674063469,0.5757575757575758,0.8837209302325582,0.42696629213483145,0.8527981849611063
2,imbalanced,10:1,nflow,Naive Oversampling,453,0.6787564766839378,0.6376574612403101,0.515625,0.8461538461538461,0.3707865168539326,0.8606309420916163
2,imbalanced,10:1,ctgan,Naive Oversampling,453,0.7512953367875648,0.7383050847457627,0.68,0.8360655737704918,0.5730337078651685,0.8699762316335351
2,imbalanced,10:1,tvae,Naive Oversampling,453,0.7823834196891192,0.7720985155195681,0.7236842105263158,0.873015873015873,0.6179775280898876,0.8841832324978393
3,imbalanced,10:1,baseline,N/A,453,0.7253886010362695,0.7001436402544485,0.6131386861313869,0.875,0.47191011235955055,0.8791594641313742
3,imbalanced,10:1,ddpm,Naive Oversampling,453,0.7098445595854922,0.6776425674063469,0.5757575757575758,0.8837209302325582,0.42696629213483145,0.8756482281763182
3,imbalanced,10:1,nflow,Naive Oversampling,453,0.7046632124352331,0.6730660643704122,0.5714285714285714,0.8636363636363636,0.42696629213483145,0.8465319792566983
3,imbalanced,10:1,ctgan,Naive Oversampling,453,0.7512953367875648,0.7395411605937922,0.6842105263157895,0.8253968253968254,0.5842696629213483,0.863385911840968
3,imbalanced,10:1,tvae,Naive Oversampling,453,0.7823834196891192,0.7720985155195681,0.7236842105263158,0.873015873015873,0.6179775280898876,0.8841832324978393
1,imbalanced,100:1,baseline,N/A,416,0.5699481865284974,0.4205462108880449,0.12631578947368421,1.0,0.06741573033707865,0.7437878133102853
1,imbalanced,100:1,ddpm,Naive Oversampling,416,0.5647668393782384,0.40935587292334596,0.10638297872340426,1.0,0.056179775280898875,0.7457324978392394
1,imbalanced,100:1,nflow,Naive Oversampling,416,0.5595854922279793,0.3979595581489229,0.08602150537634409,1.0,0.0449438202247191,0.7389801210025929
1,imbalanced,100:1,ctgan,Naive Oversampling,416,0.5440414507772021,0.3624624624624625,0.022222222222222223,1.0,0.011235955056179775,0.7229364736387208
1,imbalanced,100:1,tvae,Naive Oversampling,416,0.6839378238341969,0.666610030300456,0.5906040268456376,0.7333333333333333,0.4943820224719101,0.8011019878997407
2,imbalanced,100:1,baseline,N/A,416,0.5699481865284974,0.4205462108880449,0.12631578947368421,1.0,0.06741573033707865,0.7437878133102853
2,imbalanced,100:1,ddpm,Naive Oversampling,416,0.5492227979274611,0.3745203948593779,0.04395604395604396,1.0,0.02247191011235955,0.6972234226447711
2,imbalanced,100:1,nflow,Naive Oversampling,416,0.5699481865284974,0.4205462108880449,0.12631578947368421,1.0,0.06741573033707865,0.7532411408815903
2,imbalanced,100:1,ctgan,Naive Oversampling,416,0.5595854922279793,0.3979595581489229,0.08602150537634409,1.0,0.0449438202247191,0.7171564390665514
2,imbalanced,100:1,tvae,Naive Oversampling,416,0.6839378238341969,0.666610030300456,0.5906040268456376,0.7333333333333333,0.4943820224719101,0.8011019878997407
3,imbalanced,100:1,baseline,N/A,416,0.5699481865284974,0.4205462108880449,0.12631578947368421,1.0,0.06741573033707865,0.7437878133102853
3,imbalanced,100:1,ddpm,Naive Oversampling,416,0.5751295336787565,0.4315373563218391,0.14583333333333334,1.0,0.07865168539325842,0.7436797752808988
3,imbalanced,100:1,nflow,Naive Oversampling,416,0.5699481865284974,0.4205462108880449,0.12631578947368421,1.0,0.06741573033707865,0.7414109766637855
3,imbalanced,100:1,ctgan,Naive Oversampling,416,0.5647668393782384,0.41767241379310344,0.125,0.8571428571428571,0.06741573033707865,0.7821413137424373
3,imbalanced,100:1,tvae,Naive Oversampling,416,0.6839378238341969,0.666610030300456,0.5906040268456376,0.7333333333333333,0.4943820224719101,0.8011019878997407
1,imbalanced,20:1,baseline,N/A,432,0.6735751295336787,0.6273103448275862,0.496,0.8611111111111112,0.34831460674157305,0.8312445980985306
1,imbalanced,20:1,ddpm,Naive Oversampling,432,0.616580310880829,0.5295783926218709,0.32727272727272727,0.8571428571428571,0.20224719101123595,0.8331892826274849
1,imbalanced,20:1,nflow,Naive Oversampling,432,0.616580310880829,0.5243138822275513,0.3148148148148148,0.8947368421052632,0.19101123595505617,0.8101771823681935
1,imbalanced,20:1,ctgan,Naive Oversampling,432,0.6683937823834197,0.6288461538461538,0.5076923076923077,0.8048780487804879,0.3707865168539326,0.8227636127917026
1,imbalanced,20:1,tvae,Naive Oversampling,432,0.7305699481865285,0.7120064279155188,0.6388888888888888,0.8363636363636363,0.5168539325842697,0.8799697493517719
2,imbalanced,20:1,baseline,N/A,432,0.6735751295336787,0.6273103448275862,0.496,0.8611111111111112,0.34831460674157305,0.8312445980985306
2,imbalanced,20:1,ddpm,Naive Oversampling,432,0.6217616580310881,0.5432915167428441,0.35398230088495575,0.8333333333333334,0.2247191011235955,0.8186581676750218
2,imbalanced,20:1,nflow,Naive Oversampling,432,0.6424870466321243,0.5683166391130993,0.3893805309734513,0.9166666666666666,0.24719101123595505,0.8032627484874676
2,imbalanced,20:1,ctgan,Naive Oversampling,432,0.6217616580310881,0.533368661610307,0.3302752293577982,0.9,0.20224719101123595,0.814660760587727
2,imbalanced,20:1,tvae,Naive Oversampling,432,0.7305699481865285,0.7120064279155188,0.6388888888888888,0.8363636363636363,0.5168539325842697,0.8799697493517719
3,imbalanced,20:1,baseline,N/A,432,0.6735751295336787,0.6273103448275862,0.496,0.8611111111111112,0.34831460674157305,0.8312445980985306
3,imbalanced,20:1,ddpm,Naive Oversampling,432,0.6217616580310881,0.5384438984438984,0.34234234234234234,0.8636363636363636,0.21348314606741572,0.8536624891961971
3,imbalanced,20:1,nflow,Naive Oversampling,432,0.616580310880829,0.5243138822275513,0.3148148148148148,0.8947368421052632,0.19101123595505617,0.8421024200518582
3,imbalanced,20:1,ctgan,Naive Oversampling,432,0.6787564766839378,0.6376574612403101,0.515625,0.8461538461538461,0.3707865168539326,0.8715968020743301
3,imbalanced,20:1,tvae,Naive Oversampling,432,0.7305699481865285,0.7120064279155188,0.6388888888888888,0.8363636363636363,0.5168539325842697,0.8799697493517719
1,imbalanced,5:1,baseline,N/A,494,0.7564766839378239,0.7466554950425919,0.6967741935483871,0.8181818181818182,0.6067415730337079,0.883480985306828
1,imbalanced,5:1,ddpm,Naive Oversampling,494,0.7668393782383419,0.7584346229800016,0.7133757961783439,0.8235294117647058,0.6292134831460674,0.8833729472774418
