run_id,dataset_type,imbalance_ratio,model,strategy,train_set_size,accuracy,f1_macro,f1_minority,precision_minority,recall_minority,roc_auc
4,control,2:1,ddpm,Naive Oversampling,360,0.7142857142857143,0.7139748549323017,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.793036750483559
5,control,2:1,baseline,N/A,360,0.7032967032967034,0.7032967032967034,0.7032967032967034,0.6808510638297872,0.7272727272727273,0.7765957446808509
5,control,2:1,ctgan,Naive Oversampling,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7850580270793035
5,control,2:1,tvae,Naive Oversampling,360,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.7978723404255319
5,control,2:1,ddpm,Naive Oversampling,360,0.7142857142857143,0.7139748549323017,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.793036750483559
1,imbalanced,1:1,baseline,N/A,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
1,imbalanced,1:1,ctgan,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
1,imbalanced,1:1,tvae,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
1,imbalanced,1:1,ddpm,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
2,imbalanced,1:1,baseline,N/A,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
2,imbalanced,1:1,ctgan,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
2,imbalanced,1:1,tvae,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
2,imbalanced,1:1,ddpm,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
3,imbalanced,1:1,baseline,N/A,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
3,imbalanced,1:1,ctgan,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
3,imbalanced,1:1,tvae,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
3,imbalanced,1:1,ddpm,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
4,imbalanced,1:1,baseline,N/A,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
4,imbalanced,1:1,ctgan,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
4,imbalanced,1:1,tvae,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
4,imbalanced,1:1,ddpm,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
5,imbalanced,1:1,baseline,N/A,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
5,imbalanced,1:1,ctgan,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
5,imbalanced,1:1,tvae,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
5,imbalanced,1:1,ddpm,Naive Oversampling,348,0.7032967032967034,0.7031533164189925,0.6966292134831461,0.6888888888888889,0.7045454545454546,0.789651837524178
1,imbalanced,2:1,baseline,N/A,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7860251450676983
1,imbalanced,2:1,ctgan,Naive Oversampling,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7879593810444875
1,imbalanced,2:1,tvae,Naive Oversampling,360,0.6923076923076923,0.691972920696325,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.7867504835589941
1,imbalanced,2:1,ddpm,Naive Oversampling,360,0.7032967032967034,0.7027223230490018,0.6896551724137931,0.6976744186046512,0.6818181818181818,0.7836073500967118
2,imbalanced,2:1,baseline,N/A,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7860251450676983
2,imbalanced,2:1,ctgan,Naive Oversampling,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7877176015473888
2,imbalanced,2:1,tvae,Naive Oversampling,360,0.6923076923076923,0.691972920696325,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.7867504835589941
2,imbalanced,2:1,ddpm,Naive Oversampling,360,0.7032967032967034,0.7027223230490018,0.6896551724137931,0.6976744186046512,0.6818181818181818,0.7836073500967118
3,imbalanced,2:1,baseline,N/A,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7860251450676983
3,imbalanced,2:1,ctgan,Naive Oversampling,360,0.6923076923076923,0.6922705314009662,0.6888888888888889,0.6739130434782609,0.7045454545454546,0.7862669245647969
3,imbalanced,2:1,tvae,Naive Oversampling,360,0.6923076923076923,0.691972920696325,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.7867504835589941
3,imbalanced,2:1,ddpm,Naive Oversampling,360,0.7032967032967034,0.7027223230490018,0.6896551724137931,0.6976744186046512,0.6818181818181818,0.7836073500967118
4,imbalanced,2:1,baseline,N/A,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7860251450676983
4,imbalanced,2:1,ctgan,Naive Oversampling,360,0.6923076923076923,0.6922705314009662,0.6888888888888889,0.6739130434782609,0.7045454545454546,0.7865087040618954
4,imbalanced,2:1,tvae,Naive Oversampling,360,0.6923076923076923,0.691972920696325,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.7867504835589941
4,imbalanced,2:1,ddpm,Naive Oversampling,360,0.7032967032967034,0.7027223230490018,0.6896551724137931,0.6976744186046512,0.6818181818181818,0.7836073500967118
5,imbalanced,2:1,baseline,N/A,360,0.7252747252747253,0.7252747252747253,0.7252747252747253,0.7021276595744681,0.75,0.7860251450676983
5,imbalanced,2:1,ctgan,Naive Oversampling,360,0.6923076923076923,0.6922705314009662,0.6888888888888889,0.6739130434782609,0.7045454545454546,0.7879593810444874
5,imbalanced,2:1,tvae,Naive Oversampling,360,0.6923076923076923,0.691972920696325,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.7867504835589941
5,imbalanced,2:1,ddpm,Naive Oversampling,360,0.7032967032967034,0.7027223230490018,0.6896551724137931,0.6976744186046512,0.6818181818181818,0.7836073500967118
